id,lead_id,leadCreatedAt,startTime,endTime,statusBefore,statusAfter,user_id,owner_id,endTime_id,user_history_id
5e354172af631b5d748e332a5f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-02-01 09:14:26.51,2020-07-21 02:55:58.521,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e36863faf631b5d748e6cee5f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-02-02 08:20:15.645,2020-07-21 02:55:58.521,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e465ddc9ec33c0f76aa8f445f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2020-07-21 02:55:58.521,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e57809a482a9d2222e0e8155f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2020-07-21 02:55:58.521,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e70a6d3c5b67a7092b631f75f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2020-07-21 02:55:58.521,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5ee2f4a4fa414c33be6030665f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2020-07-21 02:55:58.521,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5f08263cd719e9755afa22745f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2020-07-21 02:55:58.521,L2D,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5f16593ef226c32f11c2539e5f16593ef226c32f11c2539e,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:55:58.521,2020-07-21 02:55:58.521,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
60a652c74fb7da1b18beb8215f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2020-07-21 02:56:01.376,L1A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e36863faf631b5d748e6cee5f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-02-02 08:20:15.645,2020-07-21 02:56:01.376,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e465ddc9ec33c0f76aa8f445f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2020-07-21 02:56:01.376,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e57809a482a9d2222e0e8155f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2020-07-21 02:56:01.376,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5e70a6d3c5b67a7092b631f75f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2020-07-21 02:56:01.376,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5ee2f4a4fa414c33be6030665f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2020-07-21 02:56:01.376,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5f08263cd719e9755afa22745f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2020-07-21 02:56:01.376,L2D,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5f16593ef226c32f11c2539e5f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:55:58.521,2020-07-21 02:56:01.376,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
5f165941f226c32f11c253e65f165941f226c32f11c253e6,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:56:01.376,2020-07-21 02:56:01.376,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200721,212
60a652c74fb7da1b18beb8215f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2020-08-05 04:09:00.437,L1A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5e354172af631b5d748e332a5f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-02-01 09:14:26.51,2020-08-05 04:09:00.437,L4A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5e36863faf631b5d748e6cee5f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-02-02 08:20:15.645,2020-08-05 04:09:00.437,L2E,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5e465ddc9ec33c0f76aa8f445f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2020-08-05 04:09:00.437,L4A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5e57809a482a9d2222e0e8155f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2020-08-05 04:09:00.437,L2E,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5e70a6d3c5b67a7092b631f75f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2020-08-05 04:09:00.437,L4A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5ee2f4a4fa414c33be6030665f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2020-08-05 04:09:00.437,L2E,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5f08263cd719e9755afa22745f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2020-08-05 04:09:00.437,L2D,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5f16593ef226c32f11c2539e5f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:55:58.521,2020-08-05 04:09:00.437,L4A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
5f2a30dc2464b03b9736830f5f2a30dc2464b03b9736830f,5e154831831cdd0b1377ad4d,1633586792,2020-08-05 04:09:00.437,2020-08-05 04:09:00.437,L3A,L4A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200805,238
60a652c74fb7da1b18beb8215f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2020-08-25 08:20:59.756,L1A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e465ddc9ec33c0f76aa8f445f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2020-08-25 08:20:59.756,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e57809a482a9d2222e0e8155f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2020-08-25 08:20:59.756,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e70a6d3c5b67a7092b631f75f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2020-08-25 08:20:59.756,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5ee2f4a4fa414c33be6030665f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2020-08-25 08:20:59.756,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f08263cd719e9755afa22745f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2020-08-25 08:20:59.756,L2D,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f16593ef226c32f11c2539e5f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:55:58.521,2020-08-25 08:20:59.756,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f165941f226c32f11c253e65f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:56:01.376,2020-08-25 08:20:59.756,L2E,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f2a30dc2464b03b9736830f5f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-08-05 04:09:00.437,2020-08-25 08:20:59.756,L3A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f44c9eba3a79d4da793691a5f44c9eba3a79d4da793691a,5e154831831cdd0b1377ad4d,1633586792,2020-08-25 08:20:59.756,2020-08-25 08:20:59.756,L4A,L2E,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
60a652c74fb7da1b18beb8215f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2020-08-25 08:21:04.626,L1A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e354172af631b5d748e332a5f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-02-01 09:14:26.51,2020-08-25 08:21:04.626,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e36863faf631b5d748e6cee5f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-02-02 08:20:15.645,2020-08-25 08:21:04.626,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e465ddc9ec33c0f76aa8f445f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2020-08-25 08:21:04.626,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e57809a482a9d2222e0e8155f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2020-08-25 08:21:04.626,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5e70a6d3c5b67a7092b631f75f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2020-08-25 08:21:04.626,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5ee2f4a4fa414c33be6030665f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2020-08-25 08:21:04.626,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f08263cd719e9755afa22745f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2020-08-25 08:21:04.626,L2D,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f165941f226c32f11c253e65f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:56:01.376,2020-08-25 08:21:04.626,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f2a30dc2464b03b9736830f5f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-08-05 04:09:00.437,2020-08-25 08:21:04.626,L3A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f44c9eba3a79d4da793691a5f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-08-25 08:20:59.756,2020-08-25 08:21:04.626,L4A,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
5f44c9f0a3a79d4da79369ab5f44c9f0a3a79d4da79369ab,5e154831831cdd0b1377ad4d,1633586792,2020-08-25 08:21:04.626,2020-08-25 08:21:04.626,L2E,L3A,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20200825,238
60a652c74fb7da1b18beb8216007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2021-01-20 09:46:23.467,L1A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5e354172af631b5d748e332a6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-02-01 09:14:26.51,2021-01-20 09:46:23.467,L4A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5e36863faf631b5d748e6cee6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-02-02 08:20:15.645,2021-01-20 09:46:23.467,L2E,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5e465ddc9ec33c0f76aa8f446007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-02-14 08:44:12.408,2021-01-20 09:46:23.467,L4A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5e57809a482a9d2222e0e8156007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2021-01-20 09:46:23.467,L2E,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5e70a6d3c5b67a7092b631f76007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2021-01-20 09:46:23.467,L4A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5ee2f4a4fa414c33be6030666007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-06-12 03:21:08.413,2021-01-20 09:46:23.467,L2E,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f08263cd719e9755afa22746007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-07-10 08:26:36.053,2021-01-20 09:46:23.467,L2D,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f16593ef226c32f11c2539e6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:55:58.521,2021-01-20 09:46:23.467,L4A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f165941f226c32f11c253e66007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-07-21 02:56:01.376,2021-01-20 09:46:23.467,L2E,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f2a30dc2464b03b9736830f6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-08-05 04:09:00.437,2021-01-20 09:46:23.467,L3A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f44c9eba3a79d4da793691a6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-08-25 08:20:59.756,2021-01-20 09:46:23.467,L4A,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
5f44c9f0a3a79d4da79369ab6007fbeff1f33076831b7001,5e154831831cdd0b1377ad4d,1633586792,2020-08-25 08:21:04.626,2021-01-20 09:46:23.467,L2E,L2D,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,dhnVoNGYrvdDrIYiRM0qMVmNjbF3,20210120,418
60a652c74fb7da1b18beb82160c71246c6e6e350b18e6c9b,5e154831831cdd0b1377ad4d,1633586792,2020-01-08 03:10:40.885,2021-06-14 08:24:38.012,L1A,L3A,Xp0TNTNweCYPV1BTvQGARYvR0v73,KB3l5DJHKtN1B2dGUGiJk81ebEE3,20210614,140
5e354172af631b5d748e332a60c71246c6e6e350b18e6c9b,5e154831831cdd0b1377ad4d,1633586792,2020-02-01 09:14:26.51,2021-06-14 08:24:38.012,L4A,L3A,Xp0TNTNweCYPV1BTvQGARYvR0v73,KB3l5DJHKtN1B2dGUGiJk81ebEE3,20210614,140
5e57809a482a9d2222e0e81560c71246c6e6e350b18e6c9b,5e154831831cdd0b1377ad4d,1633586792,2020-02-27 08:40:58.071,2021-06-14 08:24:38.012,L2E,L3A,Xp0TNTNweCYPV1BTvQGARYvR0v73,KB3l5DJHKtN1B2dGUGiJk81ebEE3,20210614,140
5e70a6d3c5b67a7092b631f760c71246c6e6e350b18e6c9b,5e154831831cdd0b1377ad4d,1633586792,2020-03-17 10:30:43.038,2021-06-14 08:24:38.012,L4A,L3A,Xp0TNTNweCYPV1BTvQGARYvR0v73,KB3l5DJHKtN1B2dGUGiJk81ebEE3,20210614,140
